,AdjDE_x,AdjDE_y,AdjOE_x,AdjOE_y,AdjTempo_x,AdjTempo_y,DE_x,DE_y,OE_x,OE_y,Pythag_x,Pythag_y,RankAdjDE_x,RankAdjDE_y,RankAdjOE_x,RankAdjOE_y,RankAdjTempo_x,RankAdjTempo_y,RankDE_x,RankDE_y,RankOE_x,RankOE_y,RankPythag_x,RankPythag_y,RankTempo_x,RankTempo_y,Result,Tempo_x,Tempo_y,game_id,season,t1TeamName,t1_id,t1_score,t1_teamname,t2TeamName,t2_id,t2_score,t2_teamname,team1_fg2pct,team1_fg3pct,team1_ftpct,team2_fg2pct,team2_fg3pct,team2_ftpct,x_pt_team_season_losses,x_pt_team_season_wins,x_rpi_rating,x_seed,y_pt_team_season_losses,y_pt_team_season_wins,y_rpi_rating,y_seed
796,94.6829,88.9087,107.1501,109.3167,63.9801,67.6453,94.1287,91.3524,105.5587,104.8258,0.805732,0.915007,38.0,5.0,73.0,50.0,214.0,45.0,24.0,12.0,93.0,108.0,40.0,9.0,199.0,39.0,0,64.366,68.1552,2015-1328-1173,2015.0,Dayton,1173.0,66.0,Dayton,Oklahoma,1328.0,72.0,Oklahoma,52.9064,35.1485,68.2741,48.3534,34.3402,73.5294,8.0,25.0,0.493,11.0,10.0,22.0,0.544,3.0
622,94.7635,96.5155,112.351,107.9554,62.7742,66.4892,96.6436,97.8571,107.8689,107.3454,0.876294,0.783838,54.0,86.0,16.0,52.0,293.0,141.0,82.0,110.0,38.0,51.0,21.0,57.0,272.0,122.0,0,63.6886,67.0519,2013-1247-1243,2013.0,Kansas St.,1243.0,61.0,Kansas St.,La Salle,1247.0,63.0,La Salle,46.7742,35.8372,68.5065,49.2718,37.6978,73.719,7.0,27.0,0.523,4.0,9.0,21.0,0.578,13.0
28,95.1483,96.6225,106.892,113.4753,69.0623,70.7927,93.395,100.3499,108.6671,111.8959,0.792226,0.863998,37.0,60.0,67.0,14.0,189.0,115.0,18.0,152.0,38.0,11.0,46.0,23.0,188.0,101.0,0,69.1013,71.4244,2002-1390-1443,2002.0,Western Kentucky,1443.0,68.0,Western Kentucky,Stanford,1390.0,84.0,Stanford,50.8026,38.5965,69.1928,50.6173,34.0461,69.9877,3.0,28.0,0.492,9.0,9.0,19.0,0.578,8.0
388,99.8138,93.7432,112.9071,106.6132,65.1989,64.7876,102.3507,96.9406,112.0734,103.9473,0.804943,0.81449,115.0,28.0,22.0,94.0,233.0,251.0,180.0,58.0,22.0,135.0,44.0,42.0,237.0,256.0,0,65.1451,64.8893,2008-1328-1386,2008.0,Saint Joseph's,1386.0,64.0,Saint Joseph's,Oklahoma,1328.0,72.0,Oklahoma,52.7586,38.5938,72.5874,48.9583,34.8101,68.1319,12.0,21.0,0.495,11.0,11.0,22.0,0.543,6.0
117,93.7798,94.2499,104.4508,112.2866,68.1404,71.6951,96.6885,96.5489,102.5367,110.2806,0.775446,0.882229,26.0,38.0,102.0,16.0,180.0,51.0,59.0,56.0,136.0,21.0,52.0,20.0,188.0,46.0,0,68.055,72.1235,2003-1393-1120,2003.0,Auburn,1120.0,78.0,Auburn,Syracuse,1393.0,79.0,Syracuse,51.8139,34.6084,66.9782,51.9303,34.4444,69.3548,11.0,20.0,0.593,10.0,5.0,24.0,0.621,3.0
61,89.509,96.0632,115.8057,111.0193,68.8475,69.3048,87.165,102.7146,113.1613,106.4762,0.950832,0.840778,5.0,52.0,6.0,25.0,200.0,177.0,1.0,205.0,6.0,62.0,3.0,32.0,211.0,168.0,0,68.3729,69.8234,2002-1417-1153,2002.0,Cincinnati,1153.0,101.0,Cincinnati,UCLA,1417.0,105.0,UCLA,50.7363,36.2218,70.9178,50.6716,38.986,69.1834,3.0,30.0,0.629,1.0,11.0,19.0,0.586,8.0
712,103.4021,91.2243,113.5673,104.6245,66.0939,67.1867,106.2332,91.1002,108.169,103.0281,0.746184,0.828659,144.0,8.0,28.0,175.0,193.0,130.0,211.0,7.0,88.0,208.0,66.0,34.0,258.0,132.0,0,64.7835,67.358,2014-1387-1301,2014.0,North Carolina St.,1301.0,80.0,North Carolina St.,Saint Louis,1387.0,83.0,Saint Louis,51.4658,30.4762,65.748,50.5306,31.7406,69.863,13.0,22.0,0.481,12.0,6.0,26.0,0.563,5.0
446,81.1277,91.7989,108.4135,112.273,66.4563,71.2014,83.446,91.7102,108.9131,111.6704,0.965583,0.910139,1.0,14.0,62.0,27.0,163.0,21.0,1.0,9.0,47.0,18.0,1.0,11.0,118.0,15.0,0,67.7774,72.4474,2009-1281-1272,2009.0,Memphis,1272.0,91.0,Memphis,Missouri,1281.0,102.0,Missouri,50.6355,32.5991,69.0092,52.725,35.302,67.1642,3.0,31.0,0.569,2.0,6.0,28.0,0.588,3.0
352,97.5201,94.3137,114.1934,112.5868,65.2951,65.0287,99.2473,96.4841,111.2773,110.345,0.859978,0.884589,72.0,34.0,13.0,25.0,229.0,241.0,96.0,53.0,23.0,36.0,29.0,18.0,220.0,272.0,0,65.5928,64.3034,2008-1277-1338,2008.0,Pittsburgh,1338.0,54.0,Pittsburgh,Michigan St.,1277.0,65.0,Michigan St.,50.8242,33.752,66.5344,51.574,36.9835,73.6762,9.0,26.0,0.531,4.0,8.0,25.0,0.553,5.0
53,97.4464,89.3382,113.5082,112.6765,71.5929,68.4741,101.787,92.7839,112.4775,111.3031,0.852531,0.935175,80.0,3.0,13.0,17.0,89.0,210.0,182.0,13.0,8.0,13.0,27.0,5.0,106.0,187.0,0,71.2573,69.1409,2002-1328-1281,2002.0,Missouri,1281.0,75.0,Missouri,Oklahoma,1328.0,81.0,Oklahoma,49.6829,39.0887,68.9704,48.2265,35.0148,76.676,11.0,21.0,0.604,12.0,4.0,27.0,0.655,2.0
286,100.2366,92.4318,117.2871,115.8837,63.1194,67.3832,102.8987,95.1165,114.1845,112.5262,0.858944,0.930883,131.0,21.0,2.0,7.0,298.0,141.0,193.0,42.0,2.0,10.0,19.0,3.0,255.0,178.0,0,64.7624,66.7668,2006-1437-1130,2006.0,Boston College,1130.0,59.0,Boston College,Villanova,1437.0,60.0,Villanova,53.8986,36.7596,67.4102,44.416,37.4512,75.7322,7.0,26.0,0.578,4.0,4.0,25.0,0.589,1.0
660,85.3144,99.4723,105.971,102.1036,61.8791,68.6871,88.4906,95.8325,102.3149,103.5861,0.923682,0.574504,2.0,137.0,74.0,145.0,313.0,54.0,6.0,69.0,140.0,110.0,9.0,131.0,311.0,45.0,0,62.0416,69.1973,2013-1195-1207,2013.0,Georgetown,1207.0,68.0,Georgetown,Florida Gulf Coast,1195.0,78.0,Florida Gulf Coast,50.2291,35.2612,67.9466,52.3336,33.4307,66.9044,6.0,25.0,0.531,2.0,10.0,24.0,0.551,15.0
269,96.3061,91.572,110.1734,106.4399,63.699,64.0375,96.3192,90.8172,106.6939,107.2718,0.824484,0.849442,60.0,12.0,37.0,78.0,283.0,276.0,58.0,11.0,75.0,63.0,37.0,22.0,297.0,271.0,0,63.1467,64.145,2006-1206-1455,2006.0,Wichita St.,1455.0,55.0,Wichita St.,George Mason,1206.0,63.0,George Mason,47.5288,36.96,72.6736,53.8162,35.5786,66.4087,8.0,24.0,0.579,7.0,7.0,23.0,0.596,11.0
402,97.822,87.5401,111.4631,112.2406,65.0941,67.3593,100.2696,91.6882,107.8173,111.6104,0.817762,0.945746,86.0,3.0,33.0,28.0,231.0,127.0,145.0,8.0,64.0,19.0,43.0,3.0,181.0,133.0,0,65.993,67.4715,2009-1163-1401,2009.0,Texas A&M,1401.0,66.0,Texas A&M,Connecticut,1163.0,92.0,Connecticut,48.7097,36.1781,68.9614,51.3597,34.0909,67.8279,9.0,23.0,0.575,9.0,4.0,27.0,0.567,1.0
118,89.4483,94.2499,110.159,112.2866,64.2353,71.6951,92.3056,96.5489,108.6353,110.2806,0.916448,0.882229,7.0,38.0,31.0,16.0,299.0,51.0,12.0,56.0,35.0,21.0,7.0,20.0,298.0,46.0,0,64.4719,72.1235,2003-1393-1328,2003.0,Oklahoma,1328.0,47.0,Oklahoma,Syracuse,1393.0,63.0,Syracuse,47.3312,39.185,69.2063,51.9303,34.4444,69.3548,6.0,24.0,0.639,1.0,5.0,24.0,0.621,3.0
60,95.6745,96.0632,110.4836,111.0193,66.6309,69.3048,96.3072,102.7146,106.9426,106.4762,0.83957,0.840778,42.0,52.0,31.0,25.0,270.0,177.0,62.0,205.0,60.0,62.0,33.0,32.0,254.0,168.0,0,67.0326,69.8234,2002-1417-1279,2002.0,Mississippi,1279.0,58.0,Mississippi,UCLA,1417.0,80.0,UCLA,50.6764,37.8689,73.5736,50.6716,38.986,69.1834,10.0,20.0,0.57,9.0,11.0,19.0,0.586,8.0
206,101.6448,92.945,108.6439,114.798,66.4829,65.9938,102.8064,93.5327,108.3516,114.0505,0.682612,0.918969,168.0,17.0,52.0,11.0,200.0,220.0,206.0,23.0,48.0,11.0,87.0,6.0,227.0,177.0,0,65.642,66.8496,2005-1196-1325,2005.0,Ohio,1325.0,62.0,Ohio,Florida,1196.0,67.0,Florida,52.815,32.9114,69.8254,53.3333,38.9776,70.6704,10.0,21.0,0.509,13.0,7.0,23.0,0.585,4.0
684,96.7889,94.0612,108.3801,113.5177,71.6071,63.3134,98.0977,97.0495,105.6838,111.6884,0.785968,0.8968,43.0,16.0,94.0,29.0,14.0,312.0,48.0,31.0,155.0,44.0,52.0,13.0,15.0,328.0,0,71.6964,62.935,2014-1397-1269,2014.0,Massachusetts,1269.0,67.0,Massachusetts,Tennessee,1397.0,86.0,Tennessee,49.8965,34.5703,68.2705,50.6164,31.8555,71.8072,8.0,24.0,0.509,6.0,12.0,21.0,0.555,11.0
775,99.2266,96.1054,108.409,111.8905,63.2979,65.6734,95.7833,100.5281,108.6194,109.3508,0.734545,0.85181,106.0,55.0,58.0,28.0,257.0,128.0,43.0,135.0,48.0,40.0,71.0,26.0,203.0,118.0,0,64.3168,66.0318,2015-1462-1209,2015.0,Georgia St.,1209.0,67.0,Georgia St.,Xavier,1462.0,75.0,Xavier,53.4191,31.9149,73.3638,53.3811,34.8534,72.5105,9.0,24.0,0.54,14.0,13.0,21.0,0.539,6.0
263,93.9811,92.4489,110.7842,104.5399,67.8308,63.7286,94.252,87.608,107.9267,104.6627,0.868942,0.804317,33.0,22.0,29.0,113.0,122.0,282.0,36.0,1.0,55.0,114.0,17.0,45.0,110.0,299.0,0,68.5455,63.1044,2006-1137-1116,2006.0,Arkansas,1116.0,55.0,Arkansas,Bucknell,1137.0,59.0,Bucknell,50.728,33.5835,69.1667,50.2953,38.7629,69.969,9.0,22.0,0.591,8.0,4.0,26.0,0.58,9.0
172,97.1143,93.6054,112.7411,110.3443,67.9332,67.1346,95.2437,95.5961,114.2271,108.5575,0.847595,0.868978,72.0,27.0,18.0,32.0,157.0,188.0,46.0,51.0,7.0,36.0,29.0,24.0,133.0,173.0,0,68.7075,67.7695,2004-1435-1444,2004.0,Western Michigan,1444.0,58.0,Western Michigan,Vanderbilt,1435.0,71.0,Vanderbilt,50.2068,36.6548,71.57,49.9568,36.7318,71.0606,4.0,26.0,0.56,11.0,9.0,21.0,0.596,6.0
778,90.5701,96.1325,113.0489,122.0297,61.1689,66.2369,91.0838,97.7779,113.6498,120.4989,0.92754,0.939527,8.0,57.0,18.0,3.0,322.0,103.0,10.0,80.0,16.0,2.0,8.0,7.0,284.0,91.0,0,62.6865,66.5735,2015-1181-1428,2015.0,Utah,1428.0,57.0,Utah,Duke,1181.0,63.0,Duke,52.7607,40.1681,70.178,56.3312,38.5802,69.1391,8.0,24.0,0.563,5.0,4.0,29.0,0.566,1.0
791,93.9201,96.0741,107.0164,114.116,64.1789,63.7012,96.9056,97.9019,103.2958,110.8472,0.817751,0.878585,28.0,53.0,74.0,14.0,203.0,235.0,67.0,83.0,145.0,29.0,36.0,17.0,173.0,267.0,0,64.7737,63.1326,2015-1277-1208,2015.0,Georgia,1208.0,63.0,Georgia,Michigan St.,1277.0,70.0,Michigan St.,47.6936,34.3511,68.875,51.6413,38.6124,63.2787,11.0,21.0,0.556,10.0,11.0,23.0,0.566,7.0
665,91.7783,94.662,104.0345,107.5025,64.9766,65.9896,95.4937,99.3753,101.7469,104.0076,0.808685,0.811962,25.0,53.0,112.0,57.0,216.0,166.0,62.0,147.0,154.0,103.0,52.0,49.0,186.0,190.0,0,65.7147,65.6162,2013-1228-1160,2013.0,Colorado,1160.0,49.0,Colorado,Illinois,1228.0,57.0,Illinois,46.9709,34.4294,68.5792,47.4576,31.8343,72.293,11.0,21.0,0.546,10.0,12.0,22.0,0.59,7.0
424,95.7054,92.2717,118.1729,111.9937,66.6425,68.4696,97.2004,95.7768,116.1125,109.9945,0.918717,0.902702,55.0,17.0,3.0,30.0,158.0,86.0,82.0,51.0,4.0,29.0,9.0,18.0,207.0,79.0,0,65.3982,69.1279,2009-1437-1417,2009.0,UCLA,1417.0,69.0,UCLA,Villanova,1437.0,89.0,Villanova,52.9454,39.5869,72.4026,49.7656,35.2354,75.2992,8.0,25.0,0.558,6.0,7.0,26.0,0.601,3.0
521,88.5442,93.8292,111.798,113.8185,64.1696,66.2648,91.8636,98.411,110.6201,108.5852,0.935938,0.902118,1.0,30.0,27.0,17.0,287.0,193.0,10.0,93.0,28.0,48.0,6.0,13.0,284.0,197.0,0,64.1492,66.2195,2011-1163-1361,2011.0,San Diego St.,1361.0,67.0,San Diego St.,Connecticut,1163.0,74.0,Connecticut,50.2477,34.1584,69.8565,47.6717,32.9114,76.2774,2.0,32.0,0.561,2.0,9.0,26.0,0.55,3.0
80,90.2006,88.2407,114.4555,111.7339,74.5977,73.7257,91.655,89.5496,110.9747,109.8827,0.939274,0.937883,8.0,4.0,10.0,19.0,8.0,18.0,10.0,5.0,18.0,25.0,3.0,4.0,4.0,18.0,0,76.2091,74.1075,2003-1242-1112,2003.0,Arizona,1112.0,75.0,Arizona,Kansas,1242.0,78.0,Kansas,50.8186,35.3488,70.9138,53.479,33.3333,65.2174,3.0,25.0,0.584,1.0,7.0,25.0,0.625,2.0
650,94.1769,93.1225,120.4208,113.0001,67.7947,64.5188,92.2932,92.0136,117.4251,107.7142,0.944112,0.902466,44.0,36.0,1.0,12.0,86.0,235.0,30.0,25.0,2.0,42.0,4.0,15.0,101.0,189.0,0,67.5189,65.6213,2013-1393-1231,2013.0,Indiana,1231.0,50.0,Indiana,Syracuse,1393.0,61.0,Syracuse,52.024,40.3454,74.3363,48.4659,33.477,67.497,6.0,27.0,0.544,1.0,9.0,26.0,0.586,4.0
112,104.9877,87.0205,103.8778,111.9746,68.168,66.6445,101.7873,86.3751,108.261,109.091,0.469483,0.947821,238.0,2.0,112.0,17.0,176.0,251.0,191.0,1.0,41.0,31.0,174.0,2.0,109.0,175.0,0,70.0012,68.3767,2003-1338-1447,2003.0,Wagner,1447.0,61.0,Wagner,Pittsburgh,1338.0,87.0,Pittsburgh,51.2,38.2003,72.7273,57.3702,36.3636,64.0374,10.0,21.0,0.562,15.0,4.0,26.0,0.627,2.0
78,96.319,88.2407,111.0911,111.7339,68.5383,73.7257,98.4126,89.5496,108.2894,109.8827,0.837654,0.937883,63.0,4.0,22.0,19.0,159.0,18.0,105.0,5.0,39.0,25.0,29.0,4.0,124.0,18.0,0,69.5948,74.1075,2003-1242-1113,2003.0,Arizona St.,1113.0,76.0,Arizona St.,Kansas,1242.0,108.0,Kansas,52.2054,31.9797,67.1216,53.479,33.3333,65.2174,11.0,19.0,0.582,10.0,7.0,25.0,0.625,2.0
203,93.6489,93.3823,114.3502,99.3882,67.2509,64.3127,95.7563,91.5929,110.0578,99.9554,0.908603,0.671905,27.0,25.0,14.0,202.0,163.0,282.0,44.0,9.0,32.0,201.0,11.0,93.0,151.0,289.0,0,67.5523,63.5414,2005-1137-1242,2005.0,Kansas,1242.0,63.0,Kansas,Bucknell,1137.0,64.0,Bucknell,52.6638,36.7347,69.4915,48.8934,36.8866,70.0893,6.0,23.0,0.594,3.0,9.0,22.0,0.552,14.0
192,109.5627,93.3011,113.7218,113.6718,70.4299,66.0445,107.0503,93.7,116.9511,111.9484,0.605507,0.906452,301.0,21.0,18.0,19.0,50.0,218.0,279.0,25.0,5.0,20.0,118.0,12.0,37.0,167.0,0,71.415,67.1795,2005-1328-1310,2005.0,Niagara,1310.0,67.0,Niagara,Oklahoma,1328.0,84.0,Oklahoma,48.4509,35.8566,75.9798,52.1412,37.1528,69.0184,9.0,20.0,0.566,14.0,7.0,24.0,0.59,3.0
651,94.3506,93.1225,112.1973,113.0001,64.9445,64.5188,96.9634,92.0136,106.2915,107.7142,0.879983,0.902466,45.0,36.0,17.0,12.0,217.0,235.0,85.0,25.0,69.0,42.0,19.0,15.0,271.0,189.0,0,63.7332,65.6213,2013-1393-1266,2013.0,Marquette,1266.0,39.0,Marquette,Syracuse,1393.0,55.0,Syracuse,51.5961,29.5775,72.9801,48.4659,33.477,67.497,8.0,23.0,0.578,3.0,9.0,26.0,0.551,4.0
589,91.8746,90.5279,108.6262,113.5377,67.2175,65.8899,93.6136,91.852,104.8916,112.8067,0.872818,0.93115,17.0,12.0,50.0,16.0,113.0,180.0,35.0,20.0,98.0,11.0,21.0,7.0,113.0,190.0,0,67.3719,65.8646,2012-1393-1243,2012.0,Kansas St.,1243.0,59.0,Kansas St.,Syracuse,1393.0,75.0,Syracuse,48.2732,33.5165,67.0839,51.9489,34.8802,69.8166,10.0,21.0,0.556,8.0,2.0,31.0,0.576,1.0
682,112.1348,104.3188,106.1519,103.2247,67.3752,60.1565,106.0762,106.5601,109.1877,102.5043,0.347385,0.469726,316.0,164.0,135.0,197.0,116.0,347.0,207.0,219.0,69.0,218.0,237.0,173.0,112.0,344.0,0,67.8244,60.6512,2014-1142-1411,2014.0,Texas Southern,1411.0,69.0,Texas Southern,Cal Poly,1142.0,81.0,Cal Poly,50.7031,35.7639,71.25,44.2446,32.8969,68.2373,14.0,19.0,0.578,16.0,19.0,14.0,0.59,16.0
562,103.547,99.7484,97.3278,97.1503,69.7714,68.7064,98.5403,99.1626,97.9467,94.9136,0.329085,0.424699,222.0,139.0,243.0,247.0,29.0,53.0,114.0,131.0,234.0,282.0,235.0,192.0,36.0,77.0,0,69.7923,68.2221,2012-1443-1290,2012.0,Mississippi Valley St.,1290.0,58.0,Mississippi Valley St.,Western Kentucky,1443.0,59.0,Western Kentucky,44.8718,32.4324,64.4068,43.6834,30.4688,68.75,12.0,21.0,0.587,16.0,18.0,16.0,0.576,16.0
351,99.2711,94.3137,111.1769,112.5868,65.1239,65.0287,102.7907,96.4841,109.0386,110.345,0.786269,0.884589,105.0,34.0,37.0,25.0,236.0,241.0,190.0,53.0,51.0,36.0,52.0,18.0,223.0,272.0,0,65.5396,64.3034,2008-1277-1396,2008.0,Temple,1396.0,61.0,Temple,Michigan St.,1277.0,72.0,Michigan St.,53.3394,36.8932,73.9535,51.574,36.9835,73.6762,12.0,21.0,0.533,12.0,8.0,25.0,0.555,5.0
20,94.1564,97.4464,108.1198,113.5082,70.5698,71.5929,93.9172,101.787,104.514,112.4775,0.830651,0.852531,31.0,80.0,57.0,13.0,124.0,89.0,24.0,182.0,98.0,8.0,37.0,27.0,125.0,106.0,0,70.7559,71.2573,2002-1281-1274,2002.0,Miami FL,1274.0,80.0,Miami FL,Missouri,1281.0,93.0,Missouri,47.7441,34.5029,77.1386,49.6829,39.0887,68.9704,7.0,24.0,0.607,5.0,11.0,21.0,0.564,12.0
753,93.308,91.6615,110.29,107.524,62.2798,63.7518,94.5865,93.8813,106.4896,106.5519,0.87246,0.86242,19.0,10.0,42.0,67.0,294.0,231.0,28.0,22.0,77.0,74.0,20.0,23.0,269.0,190.0,0,63.0847,64.5773,2015-1139-1400,2015.0,Texas,1400.0,48.0,Texas,Butler,1139.0,56.0,Butler,48.6005,33.8816,72.4242,47.1758,35.7977,67.9666,13.0,20.0,0.565,11.0,10.0,22.0,0.532,6.0
346,95.4874,89.7916,106.6808,120.8601,69.0172,68.8982,100.4832,89.5929,105.3778,117.8681,0.781554,0.968236,44.0,6.0,91.0,1.0,90.0,98.0,126.0,5.0,109.0,1.0,54.0,1.0,96.0,108.0,0,69.0578,68.7223,2008-1242-1437,2008.0,Villanova,1437.0,57.0,Villanova,Kansas,1242.0,72.0,Kansas,47.7863,34.4239,72.6692,55.3672,39.697,70.696,12.0,20.0,0.599,12.0,3.0,31.0,0.594,1.0
69,95.1464,98.7009,110.1662,109.0285,70.1399,72.9304,92.9163,100.8597,113.9826,109.179,0.843644,0.75849,49.0,109.0,30.0,44.0,93.0,25.0,19.0,167.0,2.0,30.0,28.0,61.0,144.0,37.0,0,69.1548,72.5315,2003-1141-1166,2003.0,Creighton,1166.0,73.0,Creighton,Central Michigan,1141.0,79.0,Central Michigan,55.7403,38.961,69.3215,56.0842,38.4191,76.3329,4.0,29.0,0.591,6.0,6.0,24.0,0.582,11.0
72,94.8152,93.6982,108.5081,110.588,67.1391,72.5331,97.5709,97.1758,105.0137,108.4406,0.8251,0.870561,43.0,25.0,52.0,23.0,227.0,32.0,81.0,71.0,78.0,37.0,33.0,22.0,167.0,28.0,0,68.4665,73.2656,2003-1163-1390,2003.0,Stanford,1390.0,74.0,Stanford,Connecticut,1163.0,85.0,Connecticut,48.5513,35.6481,67.7515,49.5804,38.5827,67.663,8.0,23.0,0.58,4.0,9.0,21.0,0.584,5.0
525,98.7375,95.2289,102.0934,113.4598,65.4064,63.9187,100.0114,96.6258,103.0726,109.4048,0.594925,0.8823,102.0,45.0,156.0,18.0,239.0,297.0,125.0,60.0,132.0,43.0,121.0,17.0,247.0,295.0,0,65.2696,63.8638,2011-1196-1364,2011.0,UC Santa Barbara,1364.0,51.0,UC Santa Barbara,Florida,1196.0,79.0,Florida,49.5876,36.6372,76.2238,51.6878,35.303,66.8456,13.0,18.0,0.536,15.0,7.0,26.0,0.584,2.0
719,106.4341,86.9004,105.6284,113.1181,64.3825,64.3811,105.0247,88.8129,110.6741,112.2673,0.47817,0.954008,207.0,1.0,150.0,35.0,272.0,273.0,179.0,2.0,54.0,37.0,169.0,1.0,291.0,275.0,0,63.998,64.5209,2014-1112-1451,2014.0,Weber St.,1451.0,59.0,Weber St.,Arizona,1112.0,68.0,Arizona,51.1136,39.434,74.2254,50.7042,36.3636,65.8621,11.0,19.0,0.523,16.0,4.0,30.0,0.561,1.0
202,95.236,98.9497,107.8136,112.3967,70.4216,64.6827,97.9503,101.9979,108.3214,108.9222,0.806358,0.812352,42.0,104.0,61.0,24.0,51.0,264.0,80.0,182.0,51.0,45.0,39.0,37.0,46.0,277.0,0,70.9395,64.2401,2005-1452-1403,2005.0,Texas Tech,1403.0,60.0,Texas Tech,West Virginia,1452.0,65.0,West Virginia,50.0318,37.7604,75.5747,52.5359,36.0452,74.2097,10.0,20.0,0.56,6.0,10.0,21.0,0.603,7.0
154,97.4937,90.5671,105.028,112.3931,66.5345,71.1581,98.1057,92.1012,104.0239,106.9236,0.701834,0.922941,80.0,11.0,90.0,20.0,204.0,41.0,96.0,13.0,97.0,61.0,82.0,9.0,243.0,22.0,0,65.5669,72.6362,2004-1210-1320,2004.0,Northern Iowa,1320.0,60.0,Northern Iowa,Georgia Tech,1210.0,65.0,Georgia Tech,49.2857,35.0734,73.1942,51.3477,36.6255,69.1854,9.0,21.0,0.565,14.0,9.0,23.0,0.609,3.0
603,99.7541,89.514,114.9153,113.6034,65.4471,67.719,101.8795,91.0616,111.368,110.6377,0.835772,0.939384,140.0,7.0,10.0,15.0,202.0,93.0,194.0,14.0,20.0,23.0,33.0,4.0,238.0,102.0,0,64.8076,67.6165,2012-1242-1345,2012.0,Purdue,1345.0,60.0,Purdue,Kansas,1242.0,63.0,Kansas,47.7883,37.7158,65.6023,52.4902,34.5257,69.1773,12.0,21.0,0.569,10.0,6.0,27.0,0.574,2.0
663,95.1842,87.1551,110.6366,113.9367,63.0456,62.4927,97.274,85.6828,107.6562,114.4507,0.849415,0.956122,65.0,4.0,31.0,9.0,288.0,299.0,95.0,3.0,44.0,8.0,32.0,2.0,289.0,300.0,0,63.1783,62.6458,2013-1196-1278,2013.0,Minnesota,1278.0,64.0,Minnesota,Florida,1196.0,78.0,Florida,48.8768,33.6996,68.4555,54.2763,37.831,67.6282,12.0,20.0,0.56,11.0,7.0,26.0,0.569,3.0
245,97.9231,103.0651,108.1898,116.2731,67.0028,67.7344,96.0496,103.1721,108.8965,114.0965,0.758891,0.800061,91.0,186.0,60.0,5.0,158.0,127.0,51.0,200.0,42.0,3.0,62.0,47.0,237.0,99.0,0,65.2551,68.8824,2006-1211-1462,2006.0,Xavier,1462.0,75.0,Xavier,Gonzaga,1211.0,79.0,Gonzaga,51.0483,37.0748,72.3703,51.7883,35.9667,78.1946,10.0,21.0,0.551,14.0,3.0,27.0,0.577,3.0
317,107.7729,92.6925,99.1977,118.3834,70.7856,66.382,99.7291,91.5113,98.6962,117.7637,0.278185,0.943394,267.0,18.0,213.0,3.0,39.0,178.0,107.0,7.0,229.0,1.0,248.0,5.0,28.0,155.0,0,71.8923,67.1577,2007-1196-1238,2007.0,Jackson St.,1238.0,69.0,Jackson St.,Florida,1196.0,112.0,Florida,45.9874,31.5789,70.9016,58.7234,40.8528,69.239,13.0,21.0,0.534,16.0,5.0,29.0,0.58,1.0
193,95.7879,98.3435,113.9544,111.96,64.8737,64.432,97.2655,98.0723,111.5947,111.9664,0.880494,0.816269,50.0,89.0,17.0,27.0,255.0,275.0,62.0,86.0,23.0,19.0,22.0,34.0,271.0,281.0,0,64.4186,64.1313,2005-1334-1338,2005.0,Pittsburgh,1338.0,71.0,Pittsburgh,Pacific,1334.0,79.0,Pacific,50.9502,37.8788,65.8789,55.3172,38.2129,74.3265,8.0,20.0,0.528,9.0,3.0,26.0,0.581,8.0
647,94.9228,87.9585,103.2866,106.3669,65.1106,65.1178,95.6278,89.4104,103.3711,106.0539,0.725338,0.898925,59.0,5.0,126.0,69.0,208.0,207.0,65.0,10.0,118.0,73.0,74.0,16.0,204.0,233.0,0,65.2635,64.6125,2013-1387-1308,2013.0,New Mexico St.,1308.0,44.0,New Mexico St.,Saint Louis,1387.0,64.0,Saint Louis,49.7771,31.829,65.704,50.0418,34.0357,70.4261,10.0,24.0,0.534,13.0,6.0,27.0,0.564,4.0
246,92.3235,103.0651,106.3565,116.2731,67.8687,67.7344,97.4348,103.1721,104.7964,114.0965,0.835788,0.800061,20.0,186.0,79.0,5.0,119.0,127.0,70.0,200.0,110.0,3.0,29.0,47.0,139.0,99.0,0,67.7284,68.8824,2006-1211-1231,2006.0,Indiana,1231.0,80.0,Indiana,Gonzaga,1211.0,90.0,Gonzaga,50.5335,39.485,69.0249,51.7883,35.9667,78.1946,11.0,18.0,0.577,6.0,3.0,27.0,0.596,3.0
415,95.5851,95.3549,116.5286,121.9082,68.2521,74.0712,97.6486,96.2542,114.1556,117.4778,0.90707,0.944018,53.0,49.0,6.0,1.0,94.0,7.0,89.0,59.0,8.0,2.0,12.0,4.0,80.0,4.0,0,69.1045,75.7745,2009-1314-1328,2009.0,Oklahoma,1328.0,60.0,Oklahoma,North Carolina,1314.0,72.0,North Carolina,56.5749,35.0217,67.4919,51.0169,38.4848,75.5694,5.0,27.0,0.575,2.0,4.0,28.0,0.594,1.0
270,91.7027,91.572,116.2014,106.4399,71.123,64.0375,91.0946,90.8172,112.5999,107.2718,0.938364,0.849442,16.0,12.0,6.0,78.0,38.0,276.0,13.0,11.0,9.0,63.0,2.0,22.0,35.0,271.0,0,71.4995,64.145,2006-1206-1163,2006.0,Connecticut,1163.0,84.0,Connecticut,George Mason,1206.0,86.0,George Mason,50.8259,36.5759,70.595,53.8162,35.5786,66.4087,3.0,27.0,0.609,1.0,7.0,23.0,0.596,11.0
