,game_id,t1_name,t2_name,t1_rpi,t2_rpi,t1_pyth,t2_pyth,t1_seed,t2_seed,prob_lose,prob_win
551,2016-1112-1421,Arizona,UNC Asheville,0.6,0.521,0.89262,0.619767,6.0,15.0,0.223321277686,0.776678722314
552,2016-1234-1421,Iowa,UNC Asheville,0.594,0.521,0.883287,0.619767,7.0,15.0,0.231921234432,0.768078765568
553,2016-1160-1421,Colorado,UNC Asheville,0.588,0.521,0.778651,0.619767,8.0,15.0,0.319613543074,0.680386456926
554,2016-1163-1421,Connecticut,UNC Asheville,0.586,0.521,0.867767,0.619767,9.0,15.0,0.24608894074,0.75391105926
555,2016-1396-1421,Temple,UNC Asheville,0.572,0.521,0.703206,0.619767,10.0,15.0,0.397331112405,0.602668887595
556,2016-1435-1421,Vanderbilt,UNC Asheville,0.571,0.521,0.8642,0.619767,11.0,15.0,0.25373482673,0.74626517327
557,2016-1455-1421,Wichita St.,UNC Asheville,0.581,0.521,0.900386,0.619767,11.0,15.0,0.223496162991,0.776503837009
558,2016-1355-1421,South Dakota St.,UNC Asheville,0.594,0.521,0.720451,0.619767,12.0,15.0,0.371458199649,0.628541800351
559,2016-1218-1421,Hawaii,UNC Asheville,0.556,0.521,0.76316,0.619767,13.0,15.0,0.346145213248,0.653854786752
560,2016-1138-1421,Buffalo,UNC Asheville,0.549,0.521,0.573537,0.619767,14.0,15.0,0.539452914294,0.460547085706
561,2016-1314-1122,North Carolina,Austin Peay,0.645,0.488,0.9407,0.381941,1.0,16.0,0.0678088912123,0.932191108788
562,2016-1462-1122,Xavier,Austin Peay,0.639,0.488,0.894669,0.381941,2.0,16.0,0.0816165628674,0.918383437133
563,2016-1452-1122,West Virginia,Austin Peay,0.631,0.488,0.923627,0.381941,3.0,16.0,0.0740489552285,0.925951044772
564,2016-1246-1122,Kentucky,Austin Peay,0.626,0.488,0.919899,0.381941,4.0,16.0,0.075716166434,0.924283833566
565,2016-1231-1122,Indiana,Austin Peay,0.602,0.488,0.895934,0.381941,5.0,16.0,0.0861584640886,0.913841535911
566,2016-1323-1122,Notre Dame,Austin Peay,0.589,0.488,0.8132,0.381941,6.0,16.0,0.119447241476,0.880552758524
567,2016-1458-1122,Wisconsin,Austin Peay,0.584,0.488,0.839077,0.381941,7.0,16.0,0.109515723197,0.890484276803
568,2016-1425-1122,USC,Austin Peay,0.579,0.488,0.794437,0.381941,8.0,16.0,0.129779400262,0.870220599738
569,2016-1344-1122,Providence,Austin Peay,0.586,0.488,0.799206,0.381941,9.0,16.0,0.126225929574,0.873774070426
570,2016-1338-1122,Pittsburgh,Austin Peay,0.578,0.488,0.802472,0.381941,10.0,16.0,0.126274519733,0.873725480267
571,2016-1276-1122,Michigan,Austin Peay,0.574,0.488,0.777853,0.381941,11.0,16.0,0.13873630655,0.86126369345
572,2016-1409-1122,Tulsa,Austin Peay,0.571,0.488,0.770262,0.381941,11.0,16.0,0.143157986668,0.856842013332
573,2016-1151-1122,Chattanooga,Austin Peay,0.579,0.488,0.656214,0.381941,12.0,16.0,0.208682509011,0.791317490989
574,2016-1392-1122,Stony Brook,Austin Peay,0.572,0.488,0.698047,0.381941,13.0,16.0,0.183437116247,0.816562883753
575,2016-1372-1122,Stephen F. Austin,Austin Peay,0.571,0.488,0.834675,0.381941,14.0,16.0,0.113554069547,0.886445930453
576,2016-1451-1122,Weber St.,Austin Peay,0.538,0.488,0.571126,0.381941,15.0,16.0,0.286856422874,0.713143577126
577,2016-1192-1122,Fairleigh Dickinson,Austin Peay,0.48,0.488,0.290502,0.381941,16.0,16.0,0.585992348059,0.414007651941
578,2016-1195-1122,Florida Gulf Coast,Austin Peay,0.475,0.488,0.469004,0.381941,16.0,16.0,0.406122420397,0.593877579603
579,2016-1242-1122,Kansas,Austin Peay,0.677,0.488,0.950266,0.381941,1.0,16.0,0.0620397915955,0.937960208404
580,2016-1437-1122,Villanova,Austin Peay,0.653,0.488,0.935227,0.381941,2.0,16.0,0.0683584193045,0.931641580695
581,2016-1274-1122,Miami FL,Austin Peay,0.636,0.488,0.897133,0.381941,3.0,16.0,0.0812466428494,0.918753357151
582,2016-1143-1122,California,Austin Peay,0.616,0.488,0.876402,0.381941,4.0,16.0,0.0906881669612,0.909311833039
583,2016-1268-1122,Maryland,Austin Peay,0.618,0.488,0.872585,0.381941,5.0,16.0,0.0917045765895,0.90829542341
584,2016-1112-1122,Arizona,Austin Peay,0.6,0.488,0.89262,0.381941,6.0,16.0,0.0875179211478,0.912482078852
585,2016-1234-1122,Iowa,Austin Peay,0.594,0.488,0.883287,0.381941,7.0,16.0,0.0915043155662,0.908495684434
586,2016-1160-1122,Colorado,Austin Peay,0.588,0.488,0.778651,0.381941,8.0,16.0,0.135467412133,0.864532587867
587,2016-1163-1122,Connecticut,Austin Peay,0.586,0.488,0.867767,0.381941,9.0,16.0,0.0981907590118,0.901809240988
588,2016-1396-1122,Temple,Austin Peay,0.572,0.488,0.703206,0.381941,10.0,16.0,0.180271743845,0.819728256155
589,2016-1435-1122,Vanderbilt,Austin Peay,0.571,0.488,0.8642,0.381941,11.0,16.0,0.10186236491,0.89813763509
590,2016-1455-1122,Wichita St.,Austin Peay,0.581,0.488,0.900386,0.381941,11.0,16.0,0.087598452059,0.912401547941
591,2016-1355-1122,South Dakota St.,Austin Peay,0.594,0.488,0.720451,0.381941,12.0,16.0,0.164671054961,0.835328945039
592,2016-1218-1122,Hawaii,Austin Peay,0.556,0.488,0.76316,0.381941,13.0,16.0,0.150084759253,0.849915240747
593,2016-1138-1122,Buffalo,Austin Peay,0.549,0.488,0.573537,0.381941,14.0,16.0,0.28094698222,0.71905301778
594,2016-1421-1122,UNC Asheville,Austin Peay,0.521,0.488,0.619767,0.381941,15.0,16.0,0.25317746028,0.74682253972
595,2016-1314-1438,North Carolina,Virginia,0.645,0.657,0.9407,0.948196,1.0,1.0,0.540352812071,0.459647187929
596,2016-1462-1438,Xavier,Virginia,0.639,0.657,0.894669,0.948196,2.0,1.0,0.589530496653,0.410469503347
597,2016-1452-1438,West Virginia,Virginia,0.631,0.657,0.923627,0.948196,3.0,1.0,0.563778833015,0.436221166985
598,2016-1246-1438,Kentucky,Virginia,0.626,0.657,0.919899,0.948196,4.0,1.0,0.569688433402,0.430311566598
599,2016-1231-1438,Indiana,Virginia,0.602,0.657,0.895934,0.948196,5.0,1.0,0.603755678204,0.396244321796
600,2016-1323-1438,Notre Dame,Virginia,0.589,0.657,0.8132,0.948196,6.0,1.0,0.686742211174,0.313257788826
601,2016-1458-1438,Wisconsin,Virginia,0.584,0.657,0.839077,0.948196,7.0,1.0,0.665279249755,0.334720750245
602,2016-1425-1438,USC,Virginia,0.579,0.657,0.794437,0.948196,8.0,1.0,0.706759414824,0.293240585176
603,2016-1344-1438,Providence,Virginia,0.586,0.657,0.799206,0.948196,9.0,1.0,0.700117855876,0.299882144124
604,2016-1338-1438,Pittsburgh,Virginia,0.578,0.657,0.802472,0.948196,10.0,1.0,0.700210328369,0.299789671631
605,2016-1276-1438,Michigan,Virginia,0.574,0.657,0.777853,0.948196,11.0,1.0,0.722477030454,0.277522969546
606,2016-1409-1438,Tulsa,Virginia,0.571,0.657,0.770262,0.948196,11.0,1.0,0.729739805104,0.270260194896
607,2016-1151-1438,Chattanooga,Virginia,0.579,0.657,0.656214,0.948196,12.0,1.0,0.809955695876,0.190044304124
608,2016-1392-1438,Stony Brook,Virginia,0.572,0.657,0.698047,0.948196,13.0,1.0,0.784041481309,0.215958518691
609,2016-1372-1438,Stephen F. Austin,Virginia,0.571,0.657,0.834675,0.948196,14.0,1.0,0.674293007828,0.325706992172
610,2016-1451-1438,Weber St.,Virginia,0.538,0.657,0.571126,0.948196,15.0,1.0,0.866678737677,0.133321262323
611,2016-1192-1438,Fairleigh Dickinson,Virginia,0.48,0.657,0.290502,0.948196,16.0,1.0,0.958114591483,0.0418854085175
612,2016-1195-1438,Florida Gulf Coast,Virginia,0.475,0.657,0.469004,0.948196,16.0,1.0,0.917024516998,0.082975483002
613,2016-1242-1438,Kansas,Virginia,0.677,0.657,0.950266,0.948196,1.0,1.0,0.516662838062,0.483337161938
614,2016-1437-1438,Villanova,Virginia,0.653,0.657,0.935227,0.948196,2.0,1.0,0.542503215058,0.457496784942
615,2016-1274-1438,Miami FL,Virginia,0.636,0.657,0.897133,0.948196,3.0,1.0,0.588333252686,0.411666747314
616,2016-1143-1438,California,Virginia,0.616,0.657,0.876402,0.948196,4.0,1.0,0.617121067791,0.382878932209
617,2016-1268-1438,Maryland,Virginia,0.618,0.657,0.872585,0.948196,5.0,1.0,0.620014599887,0.379985400113
618,2016-1112-1438,Arizona,Virginia,0.6,0.657,0.89262,0.948196,6.0,1.0,0.607849763734,0.392150236266
619,2016-1234-1438,Iowa,Virginia,0.594,0.657,0.883287,0.948196,7.0,1.0,0.619447448358,0.380552551642
620,2016-1160-1438,Colorado,Virginia,0.588,0.657,0.778651,0.948196,8.0,1.0,0.716902746382,0.283097253618
621,2016-1163-1438,Connecticut,Virginia,0.586,0.657,0.867767,0.948196,9.0,1.0,0.63763561371,0.36236438629
622,2016-1396-1438,Temple,Virginia,0.572,0.657,0.703206,0.948196,10.0,1.0,0.780417342961,0.219582657039
623,2016-1435-1438,Vanderbilt,Virginia,0.571,0.657,0.8642,0.948196,11.0,1.0,0.647006524224,0.352993475776
624,2016-1455-1438,Wichita St.,Virginia,0.581,0.657,0.900386,0.948196,11.0,1.0,0.608090013067,0.391909986933
625,2016-1355-1438,South Dakota St.,Virginia,0.594,0.657,0.720451,0.948196,12.0,1.0,0.76110221349,0.23889778651
626,2016-1218-1438,Hawaii,Virginia,0.556,0.657,0.76316,0.948196,13.0,1.0,0.740519643558,0.259480356442
627,2016-1138-1438,Buffalo,Virginia,0.549,0.657,0.573537,0.948196,14.0,1.0,0.863284062932,0.136715937068
628,2016-1421-1438,UNC Asheville,Virginia,0.521,0.657,0.619767,0.948196,15.0,1.0,0.845648414462,0.154351585538
629,2016-1122-1438,Austin Peay,Virginia,0.488,0.657,0.381941,0.948196,16.0,1.0,0.939290821814,0.0607091781861
630,2016-1314-1277,North Carolina,Michigan St.,0.645,0.626,0.9407,0.945053,1.0,2.0,0.522558089816,0.477441910184
631,2016-1462-1277,Xavier,Michigan St.,0.639,0.626,0.894669,0.945053,2.0,2.0,0.572132099462,0.427867900538
632,2016-1452-1277,West Virginia,Michigan St.,0.631,0.626,0.923627,0.945053,3.0,2.0,0.546129259678,0.453870740322
633,2016-1246-1277,Kentucky,Michigan St.,0.626,0.626,0.919899,0.945053,4.0,2.0,0.552088000156,0.447911999844
634,2016-1231-1277,Indiana,Michigan St.,0.602,0.626,0.895934,0.945053,5.0,2.0,0.586537358723,0.413462641277
635,2016-1323-1277,Notre Dame,Michigan St.,0.589,0.626,0.8132,0.945053,6.0,2.0,0.671165928836,0.328834071164
636,2016-1458-1277,Wisconsin,Michigan St.,0.584,0.626,0.839077,0.945053,7.0,2.0,0.64918093465,0.35081906535
637,2016-1425-1277,USC,Michigan St.,0.579,0.626,0.794437,0.945053,8.0,2.0,0.69173167149,0.30826832851
638,2016-1344-1277,Providence,Michigan St.,0.586,0.626,0.799206,0.945053,9.0,2.0,0.68490149662,0.31509850338
639,2016-1338-1277,Pittsburgh,Michigan St.,0.578,0.626,0.802472,0.945053,10.0,2.0,0.684996550132,0.315003449868
640,2016-1276-1277,Michigan,Michigan St.,0.574,0.626,0.777853,0.945053,11.0,2.0,0.707921893099,0.292078106901
641,2016-1409-1277,Tulsa,Michigan St.,0.571,0.626,0.770262,0.945053,11.0,2.0,0.715415535607,0.284584464393
642,2016-1151-1277,Chattanooga,Michigan St.,0.579,0.626,0.656214,0.945053,12.0,2.0,0.798710263616,0.201289736384
643,2016-1392-1277,Stony Brook,Michigan St.,0.572,0.626,0.698047,0.945053,13.0,2.0,0.771694864185,0.228305135815
644,2016-1372-1277,Stephen F. Austin,Michigan St.,0.571,0.626,0.834675,0.945053,14.0,2.0,0.658405614829,0.341594385171
645,2016-1451-1277,Weber St.,Michigan St.,0.538,0.626,0.571126,0.945053,15.0,2.0,0.858202150241,0.141797849759
646,2016-1192-1277,Fairleigh Dickinson,Michigan St.,0.48,0.626,0.290502,0.945053,16.0,2.0,0.95515067016,0.0448493298401
647,2016-1195-1277,Florida Gulf Coast,Michigan St.,0.475,0.626,0.469004,0.945053,16.0,2.0,0.911421767356,0.0885782326436
648,2016-1242-1277,Kansas,Michigan St.,0.677,0.626,0.950266,0.945053,1.0,2.0,0.498801659662,0.501198340338
649,2016-1437-1277,Villanova,Michigan St.,0.653,0.626,0.935227,0.945053,2.0,2.0,0.524718518133,0.475281481867
650,2016-1274-1277,Miami FL,Michigan St.,0.636,0.626,0.897133,0.945053,3.0,2.0,0.570921043747,0.429078956253
651,2016-1143-1277,California,Michigan St.,0.616,0.626,0.876402,0.945053,4.0,2.0,0.600098844184,0.399901155816
652,2016-1268-1277,Maryland,Michigan St.,0.618,0.626,0.872585,0.945053,5.0,2.0,0.603038269641,0.396961730359
653,2016-1112-1277,Arizona,Michigan St.,0.6,0.626,0.89262,0.945053,6.0,2.0,0.590688739537,0.409311260463
654,2016-1234-1277,Iowa,Michigan St.,0.594,0.626,0.883287,0.945053,7.0,2.0,0.602462026132,0.397537973868
655,2016-1160-1277,Colorado,Michigan St.,0.588,0.626,0.778651,0.945053,8.0,2.0,0.70217577213,0.29782422787
656,2016-1163-1277,Connecticut,Michigan St.,0.586,0.626,0.867767,0.945053,9.0,2.0,0.620965258944,0.379034741056
657,2016-1396-1277,Temple,Michigan St.,0.572,0.626,0.703206,0.945053,10.0,2.0,0.767924859203,0.232075140797
658,2016-1435-1277,Vanderbilt,Michigan St.,0.571,0.626,0.8642,0.945053,11.0,2.0,0.630517466764,0.369482533236
659,2016-1455-1277,Wichita St.,Michigan St.,0.581,0.626,0.900386,0.945053,11.0,2.0,0.590932427093,0.409067572907
660,2016-1355-1277,South Dakota St.,Michigan St.,0.594,0.626,0.720451,0.945053,12.0,2.0,0.747865874737,0.252134125263
661,2016-1218-1277,Hawaii,Michigan St.,0.556,0.626,0.76316,0.945053,13.0,2.0,0.726552628703,0.273447371297
662,2016-1138-1277,Buffalo,Michigan St.,0.549,0.626,0.573537,0.945053,14.0,2.0,0.854627844386,0.145372155614
663,2016-1421-1277,UNC Asheville,Michigan St.,0.521,0.626,0.619767,0.945053,15.0,2.0,0.836087599608,0.163912400392
664,2016-1122-1277,Austin Peay,Michigan St.,0.488,0.626,0.381941,0.945053,16.0,2.0,0.935085129129,0.064914870871
665,2016-1438-1277,Virginia,Michigan St.,0.657,0.626,0.948196,0.945053,1.0,2.0,0.509627938028,0.490372061972
666,2016-1314-1428,North Carolina,Utah,0.645,0.637,0.9407,0.854613,1.0,3.0,0.429637541093,0.570362458907
667,2016-1462-1428,Xavier,Utah,0.639,0.637,0.894669,0.854613,2.0,3.0,0.479244838857,0.520755161143
668,2016-1452-1428,West Virginia,Utah,0.631,0.637,0.923627,0.854613,3.0,3.0,0.452994087104,0.547005912896
669,2016-1246-1428,Kentucky,Utah,0.626,0.637,0.919899,0.854613,4.0,3.0,0.458964231555,0.541035768445
670,2016-1231-1428,Indiana,Utah,0.602,0.637,0.895934,0.854613,5.0,3.0,0.494011641125,0.505988358875
671,2016-1323-1428,Notre Dame,Utah,0.589,0.637,0.8132,0.854613,6.0,3.0,0.5841514937,0.4158485063
672,2016-1458-1428,Wisconsin,Utah,0.584,0.637,0.839077,0.854613,7.0,3.0,0.560161391026,0.439838608974
673,2016-1425-1428,USC,Utah,0.579,0.637,0.794437,0.854613,8.0,3.0,0.606972461619,0.393027538381
674,2016-1344-1428,Providence,Utah,0.586,0.637,0.799206,0.854613,9.0,3.0,0.59935202668,0.40064797332
675,2016-1338-1428,Pittsburgh,Utah,0.578,0.637,0.802472,0.854613,10.0,3.0,0.599457794854,0.400542205146
676,2016-1276-1428,Michigan,Utah,0.574,0.637,0.777853,0.854613,11.0,3.0,0.625202268533,0.374797731467
677,2016-1409-1428,Tulsa,Utah,0.571,0.637,0.770262,0.854613,11.0,3.0,0.633720119713,0.366279880287
678,2016-1151-1428,Chattanooga,Utah,0.579,0.637,0.656214,0.854613,12.0,3.0,0.731967746692,0.268032253308
679,2016-1392-1428,Stony Brook,Utah,0.572,0.637,0.698047,0.854613,13.0,3.0,0.699366368962,0.300633631038
680,2016-1372-1428,Stephen F. Austin,Utah,0.571,0.637,0.834675,0.854613,14.0,3.0,0.570177006761,0.429822993239
681,2016-1451-1428,Weber St.,Utah,0.538,0.637,0.571126,0.854613,15.0,3.0,0.806404328147,0.193595671853
682,2016-1192-1428,Fairleigh Dickinson,Utah,0.48,0.637,0.290502,0.854613,16.0,3.0,0.936131918155,0.0638680818455
683,2016-1195-1428,Florida Gulf Coast,Utah,0.475,0.637,0.469004,0.854613,16.0,3.0,0.876261688591,0.123738311409
684,2016-1242-1428,Kansas,Utah,0.677,0.637,0.950266,0.854613,1.0,3.0,0.406508717306,0.593491282694
685,2016-1437-1428,Villanova,Utah,0.653,0.637,0.935227,0.854613,2.0,3.0,0.431761213327,0.568238786673
686,2016-1274-1428,Miami FL,Utah,0.636,0.637,0.897133,0.854613,3.0,3.0,0.478010740983,0.521989259017
687,2016-1143-1428,California,Utah,0.616,0.637,0.876402,0.854613,4.0,3.0,0.508062599558,0.491937400442
688,2016-1268-1428,Maryland,Utah,0.618,0.637,0.872585,0.854613,5.0,3.0,0.511127412217,0.488872587783
689,2016-1112-1428,Arizona,Utah,0.6,0.637,0.89262,0.854613,6.0,3.0,0.498297390251,0.501702609749
690,2016-1234-1428,Iowa,Utah,0.594,0.637,0.883287,0.854613,7.0,3.0,0.510526042831,0.489473957169
691,2016-1160-1428,Colorado,Utah,0.588,0.637,0.778651,0.854613,8.0,3.0,0.618705300806,0.381294699194
692,2016-1163-1428,Connecticut,Utah,0.586,0.637,0.867767,0.854613,9.0,3.0,0.529969902871,0.470030097129
693,2016-1396-1428,Temple,Utah,0.572,0.637,0.703206,0.854613,10.0,3.0,0.694874249509,0.305125750491
694,2016-1435-1428,Vanderbilt,Utah,0.571,0.637,0.8642,0.854613,11.0,3.0,0.5401169838,0.4598830162
695,2016-1455-1428,Wichita St.,Utah,0.581,0.637,0.900386,0.854613,11.0,3.0,0.49854938784,0.50145061216
696,2016-1355-1428,South Dakota St.,Utah,0.594,0.637,0.720451,0.854613,12.0,3.0,0.671204675786,0.328795324214
697,2016-1218-1428,Hawaii,Utah,0.556,0.637,0.76316,0.854613,13.0,3.0,0.64647446058,0.35352553942
698,2016-1138-1428,Buffalo,Utah,0.549,0.637,0.573537,0.854613,14.0,3.0,0.801825854399,0.198174145601
699,2016-1421-1428,UNC Asheville,Utah,0.521,0.637,0.619767,0.854613,15.0,3.0,0.778298366198,0.221701633802
700,2016-1122-1428,Austin Peay,Utah,0.488,0.637,0.381941,0.854613,16.0,3.0,0.908373662412,0.0916263375876
701,2016-1438-1428,Virginia,Utah,0.657,0.637,0.948196,0.854613,1.0,3.0,0.416998467363,0.583001532637
702,2016-1277-1428,Michigan St.,Utah,0.626,0.637,0.945053,0.854613,2.0,3.0,0.433337487729,0.566662512271
703,2016-1314-1235,North Carolina,Iowa St.,0.645,0.606,0.9407,0.89189,1.0,4.0,0.455454588306,0.544545411694
704,2016-1462-1235,Xavier,Iowa St.,0.639,0.606,0.894669,0.89189,2.0,4.0,0.505401395709,0.494598604291
705,2016-1452-1235,West Virginia,Iowa St.,0.631,0.606,0.923627,0.89189,3.0,4.0,0.479035863411,0.520964136589
706,2016-1246-1235,Kentucky,Iowa St.,0.626,0.606,0.919899,0.89189,4.0,4.0,0.485044884572,0.514955115428
707,2016-1231-1235,Indiana,Iowa St.,0.602,0.606,0.895934,0.89189,5.0,4.0,0.520169104993,0.479830895007
708,2016-1323-1235,Notre Dame,Iowa St.,0.589,0.606,0.8132,0.89189,6.0,4.0,0.609334130718,0.390665869282
709,2016-1458-1235,Wisconsin,Iowa St.,0.584,0.606,0.839077,0.89189,7.0,4.0,0.585766611345,0.414233388655
710,2016-1425-1235,USC,Iowa St.,0.579,0.606,0.794437,0.89189,8.0,4.0,0.631644572299,0.368355427701
711,2016-1344-1235,Providence,Iowa St.,0.586,0.606,0.799206,0.89189,9.0,4.0,0.624206334726,0.375793665274
712,2016-1338-1235,Pittsburgh,Iowa St.,0.578,0.606,0.802472,0.89189,10.0,4.0,0.624309654382,0.375690345618
713,2016-1276-1235,Michigan,Iowa St.,0.574,0.606,0.777853,0.89189,11.0,4.0,0.649391039369,0.350608960631
714,2016-1409-1235,Tulsa,Iowa St.,0.571,0.606,0.770262,0.89189,11.0,4.0,0.657660175743,0.342339824257
715,2016-1151-1235,Chattanooga,Iowa St.,0.579,0.606,0.656214,0.89189,12.0,4.0,0.751999319968,0.248000680032
716,2016-1392-1235,Stony Brook,Iowa St.,0.572,0.606,0.698047,0.89189,13.0,4.0,0.720905411942,0.279094588058
717,2016-1372-1235,Stephen F. Austin,Iowa St.,0.571,0.606,0.834675,0.89189,14.0,4.0,0.595620077643,0.404379922357
718,2016-1451-1235,Weber St.,Iowa St.,0.538,0.606,0.571126,0.89189,15.0,4.0,0.822223958294,0.177776041706
719,2016-1192-1235,Fairleigh Dickinson,Iowa St.,0.48,0.606,0.290502,0.89189,16.0,4.0,0.942111859147,0.0578881408532
720,2016-1195-1235,Florida Gulf Coast,Iowa St.,0.475,0.606,0.469004,0.89189,16.0,4.0,0.887171629164,0.112828370836
721,2016-1242-1235,Kansas,Iowa St.,0.677,0.606,0.950266,0.89189,1.0,4.0,0.431988585097,0.568011414903
722,2016-1437-1235,Villanova,Iowa St.,0.653,0.606,0.935227,0.89189,2.0,4.0,0.457603489073,0.542396510927
723,2016-1274-1235,Miami FL,Iowa St.,0.636,0.606,0.897133,0.89189,3.0,4.0,0.504165152052,0.495834847948
724,2016-1143-1235,California,Iowa St.,0.616,0.606,0.876402,0.89189,4.0,4.0,0.534178613585,0.465821386415
725,2016-1268-1235,Maryland,Iowa St.,0.618,0.606,0.872585,0.89189,5.0,4.0,0.537228921813,0.462771078187
726,2016-1112-1235,Arizona,Iowa St.,0.6,0.606,0.89262,0.89189,6.0,4.0,0.524446575948,0.475553424052
727,2016-1234-1235,Iowa,Iowa St.,0.594,0.606,0.883287,0.89189,7.0,4.0,0.536630552474,0.463369447526
728,2016-1160-1235,Colorado,Iowa St.,0.588,0.606,0.778651,0.89189,8.0,4.0,0.643073995709,0.356926004291
729,2016-1163-1235,Connecticut,Iowa St.,0.586,0.606,0.867767,0.89189,9.0,4.0,0.555939408558,0.444060591442
730,2016-1396-1235,Temple,Iowa St.,0.572,0.606,0.703206,0.89189,10.0,4.0,0.716604717436,0.283395282564
731,2016-1435-1235,Vanderbilt,Iowa St.,0.571,0.606,0.8642,0.89189,11.0,4.0,0.565984982713,0.434015017287
732,2016-1455-1235,Wichita St.,Iowa St.,0.581,0.606,0.900386,0.89189,11.0,4.0,0.524697967415,0.475302032585
733,2016-1355-1235,South Dakota St.,Iowa St.,0.594,0.606,0.720451,0.89189,12.0,4.0,0.693878221681,0.306121778319
734,2016-1218-1235,Hawaii,Iowa St.,0.556,0.606,0.76316,0.89189,13.0,4.0,0.670014969871,0.329985030129
735,2016-1138-1235,Buffalo,Iowa St.,0.549,0.606,0.573537,0.89189,14.0,4.0,0.817935145098,0.182064854902
736,2016-1421-1235,UNC Asheville,Iowa St.,0.521,0.606,0.619767,0.89189,15.0,4.0,0.795833193692,0.204166806308
737,2016-1122-1235,Austin Peay,Iowa St.,0.488,0.606,0.381941,0.89189,16.0,4.0,0.916721389594,0.0832786104056
738,2016-1438-1235,Virginia,Iowa St.,0.657,0.606,0.948196,0.89189,1.0,4.0,0.442645448612,0.557354551388
739,2016-1277-1235,Michigan St.,Iowa St.,0.626,0.606,0.945053,0.89189,2.0,4.0,0.459197867602,0.540802132398
740,2016-1428-1235,Utah,Iowa St.,0.637,0.606,0.854613,0.89189,3.0,4.0,0.547425225814,0.452574774186
741,2016-1314-1345,North Carolina,Purdue,0.645,0.619,0.9407,0.907877,1.0,5.0,0.47882288961,0.52117711039
742,2016-1462-1345,Xavier,Purdue,0.639,0.619,0.894669,0.907877,2.0,5.0,0.528843590425,0.471156409575
743,2016-1452-1345,West Virginia,Purdue,0.631,0.619,0.923627,0.907877,3.0,5.0,0.50249758878,0.49750241122
744,2016-1246-1345,Kentucky,Purdue,0.626,0.619,0.919899,0.907877,4.0,5.0,0.508513643487,0.491486356513
745,2016-1231-1345,Indiana,Purdue,0.602,0.619,0.895934,0.907877,5.0,5.0,0.54354351533,0.45645648467
746,2016-1323-1345,Notre Dame,Purdue,0.589,0.619,0.8132,0.907877,6.0,5.0,0.631442537301,0.368557462699
747,2016-1458-1345,Wisconsin,Purdue,0.584,0.619,0.839077,0.907877,7.0,5.0,0.608351492894,0.391648507106
748,2016-1425-1345,USC,Purdue,0.579,0.619,0.794437,0.907877,8.0,5.0,0.653208970934,0.346791029066
749,2016-1344-1345,Providence,Purdue,0.586,0.619,0.799206,0.907877,9.0,5.0,0.645962113769,0.354037886231
750,2016-1338-1345,Pittsburgh,Purdue,0.578,0.619,0.802472,0.907877,10.0,5.0,0.646062843564,0.353937156436
751,2016-1276-1345,Michigan,Purdue,0.574,0.619,0.777853,0.907877,11.0,5.0,0.670458543011,0.329541456989
752,2016-1409-1345,Tulsa,Purdue,0.571,0.619,0.770262,0.907877,11.0,5.0,0.67847681283,0.32152318717
753,2016-1151-1345,Chattanooga,Purdue,0.579,0.619,0.656214,0.907877,12.0,5.0,0.769093575539,0.230906424461
754,2016-1392-1345,Stony Brook,Purdue,0.572,0.619,0.698047,0.907877,13.0,5.0,0.739400189403,0.260599810597
755,2016-1372-1345,Stephen F. Austin,Purdue,0.571,0.619,0.834675,0.907877,14.0,5.0,0.618018059473,0.381981940527
756,2016-1451-1345,Weber St.,Purdue,0.538,0.619,0.571126,0.907877,15.0,5.0,0.835536369633,0.164463630367
757,2016-1192-1345,Fairleigh Dickinson,Purdue,0.48,0.619,0.290502,0.907877,16.0,5.0,0.947025113359,0.0529748866409
758,2016-1195-1345,Florida Gulf Coast,Purdue,0.475,0.619,0.469004,0.907877,16.0,5.0,0.89623433814,0.10376566186
759,2016-1242-1345,Kansas,Purdue,0.677,0.619,0.950266,0.907877,1.0,5.0,0.455159254362,0.544840745638
760,2016-1437-1345,Villanova,Purdue,0.653,0.619,0.935227,0.907877,2.0,5.0,0.48098465963,0.51901534037
761,2016-1274-1345,Miami FL,Purdue,0.636,0.619,0.897133,0.907877,3.0,5.0,0.527611174067,0.472388825933
762,2016-1143-1345,California,Purdue,0.616,0.619,0.876402,0.907877,4.0,5.0,0.55745118681,0.44254881319
763,2016-1268-1345,Maryland,Purdue,0.618,0.619,0.872585,0.907877,5.0,5.0,0.560474491724,0.439525508276
764,2016-1112-1345,Arizona,Purdue,0.6,0.619,0.89262,0.907877,6.0,5.0,0.547793761362,0.452206238638
765,2016-1234-1345,Iowa,Purdue,0.594,0.619,0.883287,0.907877,7.0,5.0,0.559881555513,0.440118444487
766,2016-1160-1345,Colorado,Purdue,0.588,0.619,0.778651,0.907877,8.0,5.0,0.664324871848,0.335675128152
767,2016-1163-1345,Connecticut,Purdue,0.586,0.619,0.867767,0.907877,9.0,5.0,0.578981674703,0.421018325297
768,2016-1396-1345,Temple,Purdue,0.572,0.619,0.703206,0.907877,10.0,5.0,0.735279837877,0.264720162123
769,2016-1435-1345,Vanderbilt,Purdue,0.571,0.619,0.8642,0.907877,11.0,5.0,0.588891451486,0.411108548514
770,2016-1455-1345,Wichita St.,Purdue,0.581,0.619,0.900386,0.907877,11.0,5.0,0.548043446893,0.451956553107
